GID,COND,DAY,H,HUMD,OU,PTSH,PTSV,SEAS,SPRV,STAD,SURF,TEMP,V,WDIR,WEEK,WSPD
2518,Sunny,SUN,CAR,80,43.5,28,19,2009,-1.0,Bank of America Stadium,Grass,73.0,ATL,NW,10,3
2519,Sunny,SUN,MIA,43,43.0,25,23,2009,10.0,Land Shark Stadium,Grass,80.0,TB,NW,10,9
2520,Dome,SUN,MIN,\N,47.0,27,10,2009,16.5,Mall of America Field at HHH Metrodome,FieldTurf,67.0,DET,\N,10,\N
2521,Cloudy,SUN,NYJ,88,40.5,22,24,2009,7.0,The Meadowlands,FieldTurf,62.0,JAC,NW,10,5
2522,Cloudy,SUN,PIT,55,41.5,12,18,2009,7.0,Heinz Field,Grass,64.0,CIN,W,10,4
2523,Dome,SUN,STL,\N,49.5,23,28,2009,-13.5,Edward Jones Dome,FieldTurf,,NO,\N,10,\N
2524,Sunny,SUN,TEN,50,41.0,41,17,2009,7.0,LP Field,Grass,68.0,BUF,E,10,5
2525,Sunny,SUN,WAS,77,36.5,27,17,2009,-3.5,FedExField,Grass,70.0,DEN,CALM,10,0
2526,Sunny,SUN,OAK,47,36.5,10,16,2009,2.0,Oakland Alameda County Coliseum,Grass,60.0,KC,W,10,5
2527,Covered Roof,SUN,ARI,\N,46.5,31,20,2009,9.0,University of Phoenix,Grass,,SEA,\N,10,\N
2528,Clear,SUN,GB,43,47.5,17,7,2009,-3.0,Lambeau Field,DD GrassMaster,47.0,DAL,N,10,10
2529,Sunny,SUN,SD,58,47.0,31,23,2009,1.0,Qualcomm Stadium,Grass,71.0,PHI,WSW,10,8
2530,Closed Roof,SN,IND,\N,49.5,35,34,2009,3.0,Lucas Oil Stadium,FieldTurf,,NE,\N,10,\N
2531,Fair,MN,CLE,\N,40.0,0,16,2009,-10.0,Cleveland Browns Stadium,Grass,46.0,BAL,NE,10,16
2532,Cloudy,THU,CAR,81,43.0,17,24,2009,3.0,Bank of America Stadium,Grass,56.0,MIA,NW,11,2
2533,Sunny,SUN,BAL,52,44.5,15,17,2009,-1.0,M&T Bank Stadium,Sportex,56.0,IND,NE,11,7
2534,Closed Roof,SUN,DAL,\N,41.5,7,6,2009,11.0,Cowboys Stadium,AstroTurf,,WAS,\N,11,\N
2535,Dome,SUN,DET,\N,38.0,38,37,2009,3.5,Ford Field,FieldTurf,68.0,CLE,\N,11,\N
2536,Partly Sunny,SUN,GB,77,42.0,30,24,2009,6.5,Lambeau Field,DD GrassMaster,53.0,SF,S,11,13
2537,Light Rain,SUN,JAC,85,42.5,18,15,2009,9.0,Jacksonville Municipal Stadium,Grass,74.0,BUF,SE,11,10
2538,Cloudy,SUN,KC,62,40.0,27,24,2009,-10.0,Arrowhead Stadium,Grass,55.0,PIT,SE,11,8
2539,Dome,SUN,MIN,\N,46.0,35,9,2009,10.5,Mall of America Field at HHH Metrodome,FieldTurf,68.0,SEA,\N,11,\N
2540,Sunny,SUN,NYG,54,46.0,34,31,2009,6.5,Giants Stadium,FieldTurf,53.0,ATL,N,11,10
2541,Cloudy,SUN,TB,78,50.5,7,38,2009,-11.0,Raymond James Stadium,Grass,79.0,NO,SE,11,10
2542,Dome,SUN,STL,\N,46.5,13,21,2009,-9.0,Edward Jones Dome,AstroTurf,,ARI,\N,11,\N
2543,Sunny,SUN,DEN,25,44.0,3,32,2009,4.0,Invesco Field at Mile High,Grass,51.0,SD,S,11,3
2544,Cloudy,SUN,NE,68,45.0,31,14,2009,10.5,Gillette Stadium,FieldTurf,45.0,NYJ,NE,11,10
2545,Cloudy,SUN,OAK,84,36.0,20,17,2009,-9.5,Oakland-Alameda County Coliseum,Grass,54.0,CIN,SSE,11,8
2546,Cloudy,SN,CHI,87,44.5,20,24,2009,-3.0,Soldier Field,Grass,47.0,PHI,E,11,5
2547,Closed Roof,MN,HOU,\N,48.0,17,20,2009,4.5,Reliant Stadium,Grass,,TEN,\N,11,\N
2548,Dome,THU,DET,\N,47.0,12,34,2009,-10.5,Ford Field,FieldTurf,68.0,GB,\N,12,\N
2549,Closed Roof,THU,DAL,\N,40.5,24,7,2009,14.0,Cowboys Stadium,AstroTurf,,OAK,\N,12,\N
2550,Clear,THU,DEN,15,41.5,26,6,2009,-7.0,Invesco Field at Mile High,Grass,57.0,NYG,CALM,12,0
2551,Dome,SUN,ATL,\N,46.0,20,17,2009,11.5,Georgia Dome,FieldTurf,61.0,TB,\N,12,\N
2552,Sunny,SUN,BUF,64,39.5,31,14,2009,-3.5,Ralph Wilson Stadium,AstroPlay,49.0,MIA,SSW,12,15
2553,Partly Cloudy,SUN,CIN,41,39.0,16,7,2009,14.0,Paul Brown Stadium,FieldTurf,59.0,CLE,SW,12,15
2554,Closed Roof,SUN,HOU,\N,47.5,27,35,2009,-3.5,Reliant Stadium,Grass,,IND,\N,12,\N
2555,Dome,SUN,MIN,\N,46.5,36,10,2009,11.0,Mall of America Field at HHH Metrodome,FieldTurf,,CHI,\N,12,\N
2556,Clear,SUN,NYJ,44,41.5,17,6,2009,3.0,The Meadowlands,FieldTurf,53.0,CAR,SSW,12,9
2557,Sunny,SUN,PHI,52,40.5,27,24,2009,9.0,Lincoln Financial Field,Grass,56.0,WAS,SSW,12,10
2558,Dome,SUN,STL,\N,42.0,17,27,2009,-3.0,Edward Jones Dome,AstroTurf,,SEA,\N,12,\N
2559,Cloudy,SUN,TEN,52,46.0,20,17,2009,3.0,LP Field,Grass,59.0,ARI,SSW,12,9
2560,Sunny,SUN,SD,60,44.5,43,14,2009,14.0,Qualcomm Stadium,Grass,63.0,KC,WSW,12,8
2561,Sunny,SUN,SF,20,41.5,20,3,2009,3.5,Candlestick Park,Grass,68.0,JAC,CALM,12,0
2562,Partly Cloudy,SN,BAL,64,39.0,20,17,2009,0.0,M&T Bank Stadium,MomentumTurf,58.0,PIT,S,12,5
2563,Dome,MN,NO,\N,55.5,38,17,2009,3.0,Louisiana Superdome,MomentumTurf,57.0,NE,\N,12,\N
2564,Closed Roof,THU,BUF,\N,37.0,13,19,2009,-3.0,Rogers Centre,AstroTurf,,NYJ,\N,13,\N
2565,Dome,SUN,ATL,\N,43.5,7,34,2009,-5.0,Georgia Dome,FieldTurf,,PHI,\N,13,\N
2566,Mostly Sunny,SUN,CAR,50,40.5,16,6,2009,5.5,Bank of America Stadium,Grass,43.0,TB,NE,13,7
2567,Partly Cloudy,SUN,CHI,56,41.0,17,9,2009,9.0,Soldier Field,Grass,36.0,STL,SW,13,8
2568,Partly Cloudy,SUN,CIN,49,42.0,23,13,2009,13.0,Paul Brown Stadium,FieldTurf,34.0,DET,SSE,13,7
2569,Closed Roof,SUN,IND,\N,46.0,27,17,2009,6.5,Lucas Oil Stadium,FieldTurf,,TEN,\N,13,\N
2570,\N,SUN,JAC,71,46.5,23,18,2009,1.0,Jacksonville Municipal Stadium,Grass,54.0,HOU,NE,13,6
2571,Cloudy,SUN,KC,45,38.0,13,44,2009,-5.0,Arrowhead Stadium,Grass,37.0,DEN,SE,13,6
2572,Clear,SUN,MIA,66,45.5,22,21,2009,-4.0,Land Shark Stadium,Grass,75.0,NE,NNE,13,5
2573,Mostly Cloudy,SUN,PIT,54,37.0,24,27,2009,15.0,Heinz Field,Grass,28.0,OAK,SSW,13,6
2574,Sunny,SUN,WAS,52,47.0,30,33,2009,-9.5,FedExField,Grass,36.0,NO,NW,13,9
2575,Sunny,SUN,CLE,44,42.5,23,30,2009,-13.5,Cleveland Browns Stadium,Grass,34.0,SD,SW,13,8
2576,Clear,SUN,NYG,46,45.5,31,24,2009,-1.0,Giants Stadium,FieldTurf,37.0,DAL,NW,13,8
2577,Mostly Cloudy,SUN,SEA,57,41.5,20,17,2009,1.0,Qwest Field,FieldTurf,35.0,SF,SSE,13,6
2578,\N,SUN,ARI,\N,48.5,30,17,2009,-3.5,University of Phoenix Stadium,Grass,,MIN,\N,13,\N
2579,Clear,MN,GB,77,43.5,27,14,2009,3.0,Lambeau Field,DD GrassMaster,21.0,BAL,W,13,4
2580,Cold,THU,CLE,\N,34.0,13,6,2009,-10.0,Cleveland Browns Stadium,Grass,15.0,PIT,WSW,14,37
2581,Dome,SUN,ATL,\N,49.5,23,26,2009,-10.0,Georgia Dome,FieldTurf,,NO,\N,14,\N
2582,Rain,SUN,BAL,0,39.5,48,3,2009,13.5,M&T Bank Stadium,Sportex,36.0,DET,NE,14,3
2583,Cloudy,SUN,CHI,82,41.0,14,21,2009,-3.0,Soldier Field,Grass,38.0,GB,WNW,14,8
2584,Closed Roof,SUN,HOU,\N,44.5,34,7,2009,6.5,Reliant Stadium,Grass,,SEA,\N,14,\N
2585,Closed Roof,SUN,IND,\N,44.0,28,16,2009,7.0,Lucas Oil Stadium,FieldTurf,,DEN,\N,14,\N
2586,Chance Rain,SUN,JAC,84,44.0,10,14,2009,1.0,Jacksonville Municipal Stadium,Grass,75.0,MIA,SW,14,13
2587,Mostly Cloudy,SUN,KC,80,37.0,10,16,2009,-1.0,Arrowhead Stadium,Grass,42.0,BUF,SE,14,4
2588,Dome,SUN,MIN,\N,43.0,30,10,2009,6.5,Mall of America Field at HHH Metrodome,FieldTurf,68.0,CIN,\N,14,\N
2589,Cloudy,SUN,NE,59,44.0,20,10,2009,13.0,Gillette Stadium,FieldTurf,40.0,CAR,S,14,4
2590,Sunny,SUN,TB,94,37.0,3,26,2009,-3.5,Raymond James Stadium,Grass,73.0,NYJ,SSW,14,5
2591,Cloudy,SUN,TEN,87,41.5,47,7,2009,13.0,LP Field,Grass,54.0,STL,CALM,14,0
2592,Rain,SUN,OAK,93,37.5,13,34,2009,-1.0,Oakland -Alameda County Coliseum,Grass,52.0,WAS,SW,14,9
2593,Closed Roof,SUN,DAL,\N,48.5,17,20,2009,3.0,Cowboys Stadium,AstroTurf,,SD,\N,14,\N
2594,Cloudy,SN,NYG,91,44.0,38,45,2009,1.0,Giants Stadium,FieldTurf,42.0,PHI,CALM,14,0
2595,Mostly Cloudy,MN,SF,83,44.5,24,9,2009,-3.0,Candlestick Park,Grass,53.0,ARI,CALM,14,0
2596,Chance Rain,THU,JAC,85,43.0,31,35,2009,-3.0,Jacksonville Municipal Stadium,Grass,56.0,IND,NE,15,10
2597,Dome,SAT,NO,\N,53.0,17,24,2009,9.0,Louisiana Superdome,MomentumTurf,,DAL,\N,15,\N
2598,Clear,SUN,BAL,58,40.0,31,7,2009,10.5,M&T Stadium,Sportex,32.0,CHI,WNW,15,19
2599,Cloudy,SUN,BUF,52,40.5,10,17,2009,-7.0,Ralph Wilson Stadium,AstroPlay,28.0,NE,NW,15,5
2600,Dome,SUN,DET,\N,46.5,24,31,2009,-12.0,Ford Field,FieldTurf,68.0,ARI,\N,15,\N
2601,Partly Sunny,SUN,KC,65,37.0,34,41,2009,1.0,Arrowhead Stadium,Grass,39.0,CLE,SW,15,15
2602,Clear,SUN,NYJ,31,40.0,7,10,2009,6.0,The Meadowlands,FieldTurf,29.0,ATL,NW,15,21
2603,Mostly Cloudy,SUN,PHI,44,42.0,27,13,2009,9.0,Lincoln Financial Field,Grass,32.0,SF,WNW,15,18
2604,Cloudy,SUN,PIT,56,41.0,37,36,2009,1.0,Heinz Field,Grass,30.0,GB,W,15,10
2605,Dome,SUN,STL,\N,43.5,13,16,2009,-13.0,Edward Jones Dome,FieldTurf,,HOU,\N,15,\N
2606,Cloudy,SUN,TEN,72,42.0,27,24,2009,3.5,LP Field,Grass,35.0,MIA,W,15,5
2607,Sunny,SUN,DEN,26,37.5,19,20,2009,14.0,Invesco Field at Mile High,Grass,57.0,OAK,S,15,6
2608,Sunny,SUN,SD,54,43.5,27,24,2009,7.0,Qualcomm Stadium,Grass,72.0,CIN,WSW,15,8
2609,Cloudy,SUN,SEA,83,39.0,7,24,2009,6.5,Qwest Field,FieldTurf,52.0,TB,SE,15,12
2610,Partly Cloudy,SN,CAR,43,42.0,26,7,2009,-9.0,Bank of America Stadium,Grass,37.0,MIN,NNW,15,5
2611,Cloudy,MN,WAS,60,43.0,12,45,2009,-1.0,FedExField,Grass,38.0,NYG,NW,15,12
2612,Cloudy,FRI,TEN,70,47.5,17,42,2009,1.0,LP Field,Grass,33.0,SD,SSW,16,7
2613,Dome,SUN,ATL,\N,41.0,31,3,2009,9.5,Georgia Dome,FieldTurf,,BUF,\N,16,\N
2614,Partly Cloudy,SUN,CIN,50,40.5,17,10,2009,13.5,Paul Brown Stadium,FieldTurf,41.0,KC,SSW,16,14
2615,Cloudy,SUN,CLE,84,38.0,23,9,2009,3.0,Cleveland Browns Stadium,Grass,34.0,OAK,SW,16,9
2616,Partly Cloudy,SUN,GB,96,41.5,48,10,2009,14.0,Lambeau Field,DD GrassMaster,18.0,SEA,SW,16,5
2617,Sunny,SUN,MIA,65,45.0,20,27,2009,3.0,Land Shark Stadium,Grass,75.0,HOU,N,16,6
2618,Cloudy,SUN,NE,88,43.5,35,7,2009,9.0,Gillette Stadium,FieldTurf,55.0,JAC,S,16,14
2619,Dome,SUN,NO,\N,48.5,17,20,2009,14.0,Louisiana Superdome,MomentumTurf,53.0,TB,\N,16,\N
2620,Sunny,SUN,NYG,39,42.5,9,41,2009,7.0,Giants Stadium,FieldTurf,50.0,CAR,W,16,12
2621,Sunny,SUN,PHI,52,41.5,30,27,2009,7.0,Lincoln Financial Field,Grass,45.0,DEN,WSW,16,7
2622,Mostly Cloudy,SUN,PIT,49,42.0,23,20,2009,3.0,Heinz Field,Grass,39.0,BAL,SW,16,9
2623,Sunny,SUN,ARI,19,43.5,31,10,2009,14.0,University of Phoenix Stadium,Grass,58.0,STL,WNW,16,2
2624,Sunny,SUN,SF,80,41.0,20,6,2009,13.0,Candlestick Park,Grass,55.0,DET,NW,16,5
2625,Closed Roof,SUN,IND,\N,40.5,15,29,2009,5.5,Lucas Oil Stadium,FieldTurf,,NYJ,\N,16,\N
2626,Clear,SN,WAS,53,42.0,0,17,2009,-7.0,FedExField,Grass,37.0,DAL,S,16,8
2627,Partly Cloudy,MN,CHI,54,41.0,36,30,2009,-7.0,Soldier Field,Grass,26.0,MIN,WNW,16,9
2628,Snow,SUN,BUF,81,34.5,30,7,2009,9.0,Ralph Wilson Stadium,AstroPlay,12.0,IND,WNW,17,12
2629,Partly Cloudy,SUN,CAR,36,42.5,23,10,2009,8.5,Bank of America Stadium,Grass,30.0,NO,NNW,17,7
2630,Snow,SUN,CLE,81,37.0,23,17,2009,1.0,Cleveland Browns Stadium,Grass,16.0,JAC,W,17,20
2631,Closed Roof,SUN,DAL,\N,47.5,24,0,2009,3.0,Cowboys Stadium,,,PHI,\N,17,\N
2632,Dome,SUN,DET,\N,45.0,23,37,2009,-3.0,Ford Field,FieldTurf,70.0,CHI,\N,17,\N
2633,Closed Roof,SUN,HOU,\N,46.0,34,27,2009,9.0,Reliant Stadium,Grass,,NE,\N,17,\N
2634,Partly Cloudy,SUN,MIA,44,44.5,24,30,2009,-3.0,Land Shark Stadium,Grass,60.0,PIT,NW,17,11
2635,Dome,SUN,MIN,\N,47.5,44,7,2009,9.0,Mall of America Field,FieldTurf,68.0,NYG,\N,17,\N
2636,Dome,SUN,STL,\N,40.5,6,28,2009,-9.0,Edward Jones Dome,FieldTurf,,SF,\N,17,\N
2637,Cloudy,SUN,TB,0,41.5,10,20,2009,-1.0,Raymond James Stadium,Grass,44.0,ATL,N,17,8
2638,\N,SUN,ARI,\N,44.0,7,33,2009,3.5,University of Phoenix Stadium,Grass,,GB,\N,17,\N
2639,Mostly Cloudy,SUN,DEN,63,38.0,24,44,2009,12.5,Invesco Field at Mile High,Grass,36.0,KC,E,17,6
2640,Sunny,SUN,OAK,80,38.0,13,21,2009,-10.5,Oakland Alameda County Coliseum,Grass,54.0,BAL,WNW,17,6
2641,Sunny,SUN,SD,46,39.5,23,20,2009,4.0,Qualcomm Stadium,Grass,74.0,WAS,WSW,17,8
2642,Cloudy,SUN,SEA,85,44.5,13,17,2009,-4.5,Qwest Stadium,FieldTurf,46.0,TEN,CALM,17,\N
2643,Cloudy,SUN,NYJ,49,35.0,37,0,2009,10.0,The Meadowlands,FieldTurf,20.0,CIN,NW,17,21
2644,Cloudy,SAT,CIN,56,33.5,14,24,2009,2.5,Paul Brown Stadium,FieldTurf,21.0,NYJ,N,18,11
2645,Closed Roof,SAT,DAL,\N,45.0,34,14,2009,3.5,Cowboys Stadium,,,PHI,\N,18,\N
2646,Sunny,SUN,NE,36,43.0,14,33,2009,3.5,Gillette Stadium,FieldTurf,20.0,BAL,NNW,18,12
2647,Closed Roof,SUN,ARI,\N,47.0,51,45,2009,-1.0,University of Phoenix Stadium,Grass,,GB,\N,18,\N
2648,Dome,SAT,NO,\N,57.0,45,14,2009,7.0,Louisiana Superdome,MomentumTurf,57.0,ARI,\N,19,\N
2649,Closed Roof,SAT,IND,\N,44.0,20,3,2009,6.5,Lucas Oil Stadium,AstroTurf,,BAL,\N,19,\N
2650,Dome,SUN,MIN,\N,45.5,34,3,2009,2.5,Mall of America Field at HHH Metrodome,FieldTurf,68.0,DAL,\N,19,\N
2651,Sunny,SUN,SD,42,42.0,14,17,2009,7.5,Qualcomm Stadium,Grass,63.0,NYJ,WSW,19,8
2652,Closed Roof,SUN,IND,\N,39.5,30,17,2009,7.5,Lucas Oil Stadium,AstroTurf,,NYJ,\N,20,\N
2653,Dome,SUN,NO,\N,52.5,31,28,2009,4.0,Louisiana Superdome,MomentumTurf,65.0,MIN,\N,20,\N
2654,Clear,SUN,IND,57,56.5,17,31,2009,5.0,Sun Life Stadium,Grass,60.0,NO,N,21,6
2655,Dome,THU,NO,\N,47.5,14,9,2010,4.5,Louisiana Superdome,MomentumTurf,81.0,MIN,\N,1,\N
2656,Cloudy,SUN,BUF,81,38.5,10,15,2010,-3.0,Ralph Wilson Stadium,AstroPlay,62.0,MIA,W,1,7
2657,Sunny,SUN,CHI,45,44.0,19,14,2010,6.5,Soldier Field,Grass,75.0,DET,W,1,10
2658,Sunny,SUN,TEN,45,40.5,38,13,2010,6.0,LP Field,Grass,77.0,OAK,NNE,1,9
2659,Cloudy,SUN,NE,\N,44.5,38,24,2010,4.5,Gillette Stadium,Field,62.0,CIN,E,1,10
2660,Light Rain,SUN,NYG,67,40.0,31,18,2010,6.5,New Meadowlands Stadium,FieldTurf,64.0,CAR,E,1,10
2661,Cloudy,SUN,PIT,67,38.0,15,9,2010,-1.5,Heinz Field,Grass,65.0,ATL,W,1,9
2662,Partly Cloudy,SUN,TB,78,37.0,17,14,2010,3.0,Raymond James Stadium,Grass,87.0,CLE,S,1,6
2663,Chance Rain,SUN,JAC,67,40.0,24,17,2010,3.0,EverBank Field,Grass,90.0,DEN,W,1,10
2664,Closed Roof,SUN,HOU,\N,47.5,34,24,2010,-2.0,Reliant Stadium,Grass,,IND,\N,1,\N
2665,Sunny,SUN,SEA,\N,37.0,31,6,2010,-3.0,Qwest Field,FieldTurf,64.0,SF,SE,1,11
2666,Cloudy,SUN,PHI,72,47.5,20,27,2010,-3.0,Lincoln Financial Field,Grass,69.0,GB,SSE,1,4
2667,Dome,SUN,STL,\N,39.5,13,17,2010,-4.0,Edward Jones Dome,AstroTurf,,ARI,\N,1,\N
2668,Cloudy,SN,WAS,85,40.0,13,7,2010,-3.5,FedEx Field,Grass,66.0,DAL,NNE,1,2
2669,\N,MN,NYJ,0,36.0,9,10,2010,2.5,The New Meadowlands Stadium,FieldTurf,67.0,BAL,NNW,1,11
2670,Clear,MN,KC,75,45.0,21,14,2010,-4.5,Arrowhead Stadium,Grass,78.0,SD,S,1,10
2671,Dome,SUN,ATL,\N,43.0,41,7,2010,7.0,Georgia Dome,FieldTurf,,ARI,\N,2,\N
2672,Cloudy,SUN,CIN,52,40.0,15,10,2010,-3.0,Paul Brown Stadium,FieldTurf,78.0,BAL,W,2,1
2673,Cloudy,SUN,CLE,0,38.5,14,16,2010,1.0,Cleveland Browns Stadium,Grass,65.0,KC,NE,2,16
2674,Closed Roof,SUN,DAL,\N,40.5,20,27,2010,7.5,Cowboys Stadium,AstroTurf,,CHI,\N,2,\N
2675,Dome,SUN,DET,\N,41.5,32,35,2010,-6.5,Ford Field,FieldTurf,68.0,PHI,\N,2,\N
2676,Partly Sunny,SUN,GB,51,43.0,34,7,2010,13.0,Lambeau Field,DD GrassMaster,58.0,BUF,VAR,2,4
2677,Sunny,SUN,TEN,49,37.0,11,19,2010,5.0,LP Field,Grass,87.0,PIT,E,2,3
2678,Dome,SUN,MIN,\N,39.0,10,14,2010,5.5,Mall of America Field at HHH Metrodome,FieldTurf,,MIA,\N,2,\N
2679,Sunny,SUN,CAR,39,39.0,7,20,2010,3.5,Bank of America Stadium,Grass,89.0,TB,WNW,2,4
2680,Cloudy,SUN,OAK,60,37.5,16,14,2010,3.5,Oakland-Alameda County Coliseum,Grass,72.0,STL,S,2,6
2681,Sunny,SUN,DEN,4,39.5,31,14,2010,3.5,Invesco Field at Mile High,Grass,91.0,SEA,S,2,9
2682,Clear,SUN,NYJ,36,38.5,28,14,2010,-3.0,The New Meadowlands Stadium,FieldTurf,81.0,NE,NW,2,6
2683,Sunny,SUN,SD,63,45.0,38,13,2010,7.5,Qualcomm Stadium,Grass,76.0,JAC,WSW,2,8
2684,Sunny,SUN,WAS,43,43.5,27,30,2010,-3.0,FedEx Field,Grass,85.0,HOU,S,2,6
2685,Clear,SN,IND,69,48.0,38,14,2010,5.0,Lucas Oil Stadium,AstroTurf,74.0,NYG,NW,2,3
2686,Clear,MN,SF,60,44.0,22,25,2010,-5.5,Candlestick Park,Grass,65.0,NO,W,2,10
2687,Dome,SUN,MIN,\N,42.0,24,10,2010,11.5,Mall of America Field at HHH Metrodome,FieldTurf,67.0,DET,\N,3,\N
2688,Partly Cloudy,SUN,NE,\N,42.5,38,30,2010,14.5,Gillette Stadium,FieldTurf,68.0,BUF,ENE,3,11
2689,Dome,SUN,NO,\N,49.0,24,27,2010,3.5,Louisiana Superdome,MomentumTurf,81.0,ATL,\N,3,\N
2690,Cloudy,SUN,NYG,48,43.0,10,29,2010,3.0,New Meadowlands Stadium,FieldTurf,70.0,TEN,N,3,3
2691,Sunny,SUN,KC,72,37.0,31,10,2010,-3.0,Arrowhead Stadium,Grass,55.0,SF,NE,3,10
2692,Cloudy,SUN,TB,62,33.5,13,38,2010,-2.5,Raymond James Stadium,Grass,90.0,PIT,SSE,3,7
2693,Rain,SUN,CAR,86,38.0,7,20,2010,-3.0,Bank of America Stadium,Grass,67.0,CIN,NNE,3,8
2694,Chance Rain,SUN,BAL,83,37.0,24,17,2010,10.5,M&T Bank Stadium,MomentumTurf,64.0,CLE,N,3,6
2695,Closed Roof,SUN,HOU,\N,47.0,13,27,2010,3.0,Reliant Stadium,Grass,,DAL,\N,3,\N
2696,Chance Rain,SUN,JAC,67,44.5,3,28,2010,-3.0,EverBank Field,Grass,89.0,PHI,S,3,5
2697,Dome,SUN,STL,\N,38.5,30,16,2010,-3.5,Edward Jones Dome,FieldTurf,,WAS,\N,3,\N
2698,Closed Roof,SUN,ARI,\N,39.5,24,23,2010,4.5,University of Phoenix Stadium,Grass,,OAK,\N,3,\N
2699,Cloudy,SUN,SEA,\N,44.0,27,20,2010,-5.0,Qwest Field,FieldTurf,68.0,SD,SSW,3,10
2700,Sunny,SUN,DEN,12,48.0,13,27,2010,-5.5,Invesco Field at Mile High,Grass,85.0,IND,N,3,6
2701,Partly Cloudy,SN,MIA,77,35.5,23,31,2010,2.5,Sun Life Stadium,,83.0,NYJ,SE,3,9
2702,Clear,MN,CHI,75,46.0,20,17,2010,-3.0,Soldier Field,Grass,56.0,GB,E,3,6
2703,Dome,SUN,ATL,\N,42.5,16,14,2010,7.0,Georgia Dome,AstroTurf,,SF,\N,4,\N
2704,Rain,SUN,BUF,66,36.5,14,38,2010,-5.5,Ralph Wilson Stadium,AstroPlay,51.0,NYJ,NE,4,16
2705,Cloudy,SUN,CLE,\N,37.5,23,20,2010,-3.0,Cleveland Browns Stadium,Grass,50.0,CIN,NE,4,15
2706,Partly Cloudy,SUN,GB,61,45.5,28,26,2010,14.5,Lambeau Field,DD GrassMaster,52.0,DET,NW,4,8
2707,Cloudy,SUN,TEN,67,43.0,20,26,2010,6.5,LP Field,Grass,54.0,DEN,N,4,13
2708,Dome,SUN,STL,\N,40.0,20,3,2010,-1.5,Edward Jones Dome,AstroTurf,,SEA,\N,4,\N
2709,Dome,SUN,NO,\N,44.5,16,14,2010,13.5,Louisiana Superdome,MomentumTurf,68.0,CAR,\N,4,\N
2710,Cloudy,SUN,PIT,86,34.5,14,17,2010,2.0,Heinz Field,Grass,52.0,BAL,NE,4,5
2711,Clear,SUN,JAC,30,46.0,31,28,2010,-7.0,EverBank Field,Grass,80.0,IND,N,4,10
2712,Partly Cloudy,SUN,OAK,53,43.0,24,31,2010,-3.0,Oakland-Alameda County Coliseum,Grass,71.0,HOU,W,4,15
2713,Sunny,SUN,SD,67,45.5,41,10,2010,8.5,Qualcomm Stadium,Grass,72.0,ARI,WSW,4,8
2714,Cloudy,SUN,PHI,57,43.0,12,17,2010,6.0,Lincoln Financial Field,Grass,63.0,WAS,NNE,4,13
2715,Rain,SN,NYG,52,43.5,17,3,2010,3.5,New Meadowlands Stadium,FieldTurf,59.0,CHI,NE,4,14
2716,Clear,MN,MIA,60,46.5,14,41,2010,-1.0,Sun Life Stadium,Grass,80.0,NE,NE,4,15
2717,Sunny,SUN,BUF,52,41.0,26,36,2010,1.0,Ralph Wilson Stadium,AstroPlay,62.0,JAC,WSW,5,10
2718,Sunny,SUN,CIN,32,38.0,21,24,2010,6.5,Paul Brown Stadium,FieldTurf,81.0,TB,SW,5,2
2719,Sunny,SUN,CLE,\N,41.5,10,20,2010,-3.0,Cleveland Browns Stadium,Grass,71.0,ATL,W,5,9
2720,Dome,SUN,DET,\N,42.5,44,6,2010,3.0,Ford Field,FieldTurf,68.0,STL,\N,5,\N
2721,Closed Roof,SUN,IND,\N,45.5,19,9,2010,7.0,Lucas Oil Stadium,AstroTurf,,KC,\N,5,\N
2722,Sunny,SUN,WAS,46,44.0,16,13,2010,-2.5,FedEx Field,Grass,72.0,GB,CALM,5,\N
2723,Sunny,SUN,CAR,29,33.0,6,23,2010,1.5,Bank of America Stadium,Grass,81.0,CHI,N,5,2
2724,Sunny,SUN,BAL,40,39.5,31,17,2010,7.0,M&T Bank Stadium,MomentumTurf,67.0,DEN,SSW,5,6
2725,Closed Roof,SUN,HOU,\N,47.5,10,34,2010,3.0,Reliant Stadium,Grass,,NYG,\N,5,\N
2726,Closed Roof,SUN,ARI,\N,44.0,30,20,2010,-7.0,University of Phoenix Stadium,Grass,,NO,\N,5,\N
2727,Clear,SUN,OAK,\N,45.0,35,27,2010,-6.0,Oakland -Alameda County Coliseum,Grass,,SD,\N,5,\N
2728,Closed Roof,SUN,DAL,\N,42.0,27,34,2010,7.0,Cowboys Stadium,AstroTurf,,TEN,\N,5,\N
2729,Sunny,SN,SF,51,38.0,24,27,2010,3.0,Candlestick Park,Grass,71.0,PHI,W,5,10
2730,Cloudy,MN,NYJ,56,39.0,29,20,2010,4.0,New Meadowlands Stadium,FieldTurf,72.0,MIN,SSE,5,10
2731,Sunny,SUN,CHI,49,37.5,20,23,2010,6.5,Soldier Field,Grass,61.0,SEA,N,6,9
2732,Sunny,SUN,GB,45,43.5,20,23,2010,3.5,Lambeau Field,DD GrassMaster,57.0,MIA,W,6,11
2733,Dome,SUN,STL,\N,45.0,20,17,2010,-8.0,Edward Jones Dome,AstroTurf,,SD,\N,6,\N
2734,Sunny,SUN,NE,\N,45.0,23,20,2010,2.5,Gillette Stadium,FieldTurf,57.0,BAL,WNW,6,14
2735,Sunny,SUN,NYG,44,44.5,28,20,2010,10.0,New Meadowlands Stadium,FieldTurf,63.0,DET,W,6,9
